종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
006110,삼아알미늄,KOSPI,1차 비철금속 제조업,1차 비철금속 제조업,철강·금속,24950,155.32,3670.6,24950,23200,30100,35200,82.0,78.1,88.3,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,10.89,38.38,7.31,-5.3,4.08,1,1.0,1.0,1.0,1.0,0.22,0.07,0.3,52.9,68.3,-0.76,25230,-1.11,장악형,-127.8666,-0.0481,5.22,0.13,23245,1,15.15,0,1,1,0,False,2.67,-4.77,13.67,O,▼,9,★,"주봉20선↑, HMA돌파, RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, 패턴(장악형)",2.5,100,249.5,24852,▼,O,X,7.871538461538462,19.344615384615388,3.0,2.942857142857143,0.0,1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),5,11,20251226,20251226,18.97,7.88,13.67,-5.3
389500,에스비비테크,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,38300,76.38,2425.9,38300,35600,46650,55000,79.8,81.2,82.6,0.0,,↩️ PULL (눌림),② 상승 후 조정,35.82,72.13,31.32,45.32,54.55,1,1.0,1.0,1.0,1.0,0.43,0.0,0.69,58.9,76.3,-0.36,40481,-5.39,,-478.3119,-0.3789,0.23,0.23,29360,1,26.2,0,1,1,0,False,-4.37,-1.79,53.2,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,65,248.9,40552,▼,X,X,8.895833333333334,18.951166666666666,2.0,3.0925925925925926,0.0,1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간. (매수 유효),51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),2,12,20251226,20251226,18.97,7.88,53.2,45.32
140410,메지온,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,82000,327.97,24898.4,82000,76200,99000,116000,79.3,86.2,88.0,0.0,,↩️ PULL (눌림),② 상승 후 조정,22.94,116.93,18.44,15.99,99.35,0,1.0,1.0,1.0,1.0,0.4,0.3,0.77,47.8,66.7,0.87,84338,-2.77,,-538.4099,-0.5286,0.98,-1.72,69740,1,30.54,0,0,0,1,False,-7.55,10.36,23.87,O,▲,7,★,"주봉20선↑, 주봉추세우상향, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,30,246.0,86677,▼,X,X,5.192385321100918,17.718715596330277,5.0,2.9310344827586206,0.0,1,📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (매수 유효),51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),2,13,20251226,20251226,18.97,7.88,23.87,15.99
010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,2240,55.37,2956.5,2240,2080,2665,3090,78.0,78.2,81.0,0.0,,↩️ PULL (눌림),② 상승 후 조정,-1.75,124.0,-6.25,43.47,106.42,2,0.94,1.0,1.0,1.0,0.4,0.0,0.6,45.3,61.7,-2.91,2263,-1.06,,-16.4396,-0.0502,0.26,-0.51,1870,1,23.25,0,1,1,0,False,-3.66,-5.08,51.35,O,▲,8,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",1.8,1116,250.0,2270,▼,X,O,5.192385321100918,17.718715596330277,5.0,2.65625,0.0,1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 💸 자금 유입 지속. ,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),2,14,20251226,20251226,18.97,7.88,51.35,43.47
114810,한솔아이원스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,12940,51.34,3700.0,12940,12030,14760,16570,77.7,71.2,75.2,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,2.21,43.46,-2.29,-10.59,25.88,6,0.71,0.79,1.0,1.0,0.44,0.0,0.67,54.5,49.9,2.62,12493,3.57,,58.6956,0.1751,1.92,0.78,13505,-1,12.52,0,1,1,1,False,6.85,2.78,-2.71,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,193,249.7,12182,▲,O,X,8.895833333333334,18.951166666666666,2.0,2.0,0.0,-1,🌪️ 6일 연속 응축 중! 폭발 임박. 🚀 단기 모멘텀 가속. ,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),4,15,20251226,20251226,18.97,7.88,-2.71,-10.59
353200,대덕전자,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,46400,408.51,22929.5,46400,43150,51700,56900,77.1,73.7,81.8,0.0,,🔁 MR (반전),⑤ 하락 / 약세,-7.2,171.98,-10.78,40.48,137.68,3,0.58,0.64,1.0,1.0,0.48,0.4,0.68,43.2,47.0,-2.57,47174,-1.64,,-444.7397,0.1103,0.7,-1.23,41395,1,10.78,0,1,1,0,True,-2.93,-3.43,59.45,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",1.8,53,245.9,46523,▼,X,X,8.934375,18.076874999999998,4.0,1.6307692307692307,0.0,1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),5,16,20251226,20251226,18.97,7.88,59.45,40.48
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,199000,3272.58,109699.1,198000,184000,226000,253500,76.1,87.3,81.6,0.0,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,13.84,191.79,9.34,105.41,174.21,0,0.64,0.77,1.0,0.9,0.7,1.0,0.71,55.2,59.6,3.54,190586,4.41,,-2792.2126,0.112,1.51,0.77,172740,1,13.11,0,0,0,1,False,6.65,1.38,113.29,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회",2.0,12,237.6,186976,▲,O,X,5.192385321100918,17.718715596330277,5.0,1.8,0.5050505050505051,1,🚀 단기 모멘텀 가속.  (매수 유효),51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),1,17,20251226,20251226,18.97,7.88,113.29,105.41
064760,티씨케이,KOSDAQ,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,반도체,146000,65.35,17045.5,146000,136100,165800,185600,76.0,68.2,73.7,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,1.25,41.2,-3.25,-17.59,23.62,7,0.71,0.77,0.99,1.0,0.39,0.0,0.79,48.8,49.8,0.37,143838,1.5,,650.1802,0.111,1.03,-0.29,157330,-1,8.22,1,1,1,1,False,4.73,-0.27,-9.71,X,▲,8,★,"주봉추세우상향, 주봉역배열주의, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig, VWAP상회",1.8,17,248.2,142839,▲,O,O,10.506315789473684,7.721052631578947,6.0,2.0,0.0,-1,🌪️ 7일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),4,18,20251226,20251226,18.97,7.88,-9.71,-17.59
308080,바이젠셀,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,9880,140.02,2025.3,9880,9180,14650,19410,75.2,81.9,92.0,0.0,,↩️ PULL (눌림),② 상승 후 조정,66.89,238.94,62.39,142.25,221.36,0,1.0,1.0,1.0,1.0,0.6,0.06,0.45,48.9,60.3,-9.27,10780,-8.35,,-484.0466,-0.9065,0.33,-1.76,7122,1,97.38,0,0,0,0,True,-17.67,-35.59,150.13,O,▲,6,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,253,250.0,11132,▼,X,X,5.192385321100918,17.718715596330277,5.0,6.814285714285714,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대. (매수 유효),51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),2,19,20251226,20251226,18.97,7.88,150.13,142.25
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,11410,51.78,1498.3,11410,10610,13640,15870,75.1,72.7,78.7,0.0,,↩️ PULL (눌림),② 상승 후 조정,-4.68,56.52,-9.18,41.08,38.94,8,0.99,1.0,1.0,1.0,0.24,0.0,0.49,43.5,69.4,-7.07,12064,-5.42,,-206.3856,-0.1495,0.25,-1.59,9961,1,19.76,0,1,1,0,True,-6.17,-5.78,48.96,O,▲,7,★,"주봉20선↑, 주봉추세우상향, OBV매집, 정배열(단), 장기추세(120↑), 자금유입",1.8,219,249.9,12037,▼,X,O,5.192385321100918,17.718715596330277,5.0,2.7875,0.0,1,🌪️ 8일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📉 과매도 기술적 반등 기대.,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),2,20,20251226,20251226,18.97,7.88,48.96,41.08
006650,대한유화,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,148500,63.72,9652.5,148500,138100,169300,190100,74.5,67.3,71.4,0.0,,↩️ PULL (눌림),② 상승 후 조정,0.61,67.42,-2.97,8.39,33.12,4,0.71,0.79,1.0,1.0,0.26,0.0,0.91,54.1,51.9,1.1,147264,0.84,,-589.209,-0.0486,1.01,1.18,133940,1,12.43,0,1,1,1,True,2.63,2.13,27.36,O,▲,9,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",1.8,16,237.6,149895,▼,X,O,2.979310344827586,6.383103448275863,9.0,2.0,0.0,1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. ✅ 20일선 눌림목 구간.,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),2,21,20251226,20251226,18.97,7.88,27.36,8.39
127120,제이에스링크,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,18630,105.81,5939.8,18630,17320,21800,24900,74.3,75.0,85.0,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-6.19,79.48,-10.69,-30.9,61.9,0,0.86,0.96,1.0,1.0,0.4,0.01,0.74,44.4,47.8,2.62,17688,5.32,,72.156,0.2172,2.14,1.78,19441,-1,23.35,0,0,0,1,False,7.07,4.08,-23.02,X,▲,8,★,"주봉추세우상향, 주봉역배열주의, HMA추세↑, OBV매집, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig, VWAP상회",2.0,134,249.6,16959,▲,O,O,5.192385321100918,17.718715596330277,5.0,2.4198473282442747,0.0,-1,💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ,51.7,43.1,60.2,🌤 중립,1.자동차·모빌리티(+17.9%) / 2.조선·기계·설비(+14.9%) / 3.철강·금속(+14.8%) / 4.IT/전기전자(+14.4%) / 5.기타(+12.7%),4,22,20251226,20251226,18.97,7.88,-23.02,-30.9
